n,score_fun,score
176,AUC,0.984716556773458
176,Fmax,0.8798076648004162
176,Fbeta,0.8241893792917722
176,Gbeta,0.6306204557851656
176,F2018,0.8402158464754457
177,AUC,0.9847226128014344
177,Fmax,0.87981925589132
177,Fbeta,0.8242117736760155
177,Gbeta,0.6306221147543059
177,F2018,0.8402330380467212
178,AUC,0.9847230749342073
178,Fmax,0.8798440428465375
178,Fbeta,0.824228656197743
178,Gbeta,0.6306994775693965
178,F2018,0.840233370458185
179,AUC,0.9847304819207607
179,Fmax,0.8799415947165906
179,Fbeta,0.8243250660330071
179,Gbeta,0.6308442467764475
179,F2018,0.8402392176067734
180,AUC,0.9847371971543286
180,Fmax,0.8799586074191272
180,Fbeta,0.8243665468512845
180,Gbeta,0.6309191040160393
180,F2018,0.8402690202494899
181,AUC,0.9847615796605051
181,Fmax,0.8799765500322014
181,Fbeta,0.8243846558707039
181,Gbeta,0.6309388202307837
181,F2018,0.8402896546084089
182,AUC,0.984773035805912
182,Fmax,0.8800512826845045
182,Fbeta,0.8243898974553839
182,Gbeta,0.6312036421691081
182,F2018,0.8403201445643182
183,AUC,0.9847764078575879
183,Fmax,0.8801000933413711
183,Fbeta,0.8244009467948352
183,Gbeta,0.6312808900142574
183,F2018,0.84034254967936
184,AUC,0.984788118950626
184,Fmax,0.880106989907085
184,Fbeta,0.8244050592580748
184,Gbeta,0.6313595351680363
184,F2018,0.8403723473113647
185,AUC,0.9847890445829595
185,Fmax,0.8801211832194903
185,Fbeta,0.8244099160080728
185,Gbeta,0.6313856881664288
185,F2018,0.8403908054640691
186,AUC,0.9847895448662084
186,Fmax,0.8801216862163831
186,Fbeta,0.8246247394253357
186,Gbeta,0.6315617937919658
186,F2018,0.8404036926780039
187,AUC,0.9847906010875471
187,Fmax,0.880122588005225
187,Fbeta,0.8246412120592294
187,Gbeta,0.6315849666277826
187,F2018,0.8404611454150541
188,AUC,0.9847910684059911
188,Fmax,0.8801540287661538
188,Fbeta,0.824659748190652
188,Gbeta,0.6316143798346394
188,F2018,0.840477527541448
189,AUC,0.984796622954715
189,Fmax,0.8802901113030899
189,Fbeta,0.8247115057451014
189,Gbeta,0.6317440838100348
189,F2018,0.8404838239254877
190,AUC,0.984809513019956
190,Fmax,0.8803359421544972
190,Fbeta,0.8247199815923452
190,Gbeta,0.6321418911686068
190,F2018,0.8405342069579451
191,AUC,0.9848106244014929
191,Fmax,0.8804312196264512
191,Fbeta,0.8247822060631924
191,Gbeta,0.6322132475121972
191,F2018,0.8405379655938912
192,AUC,0.9848245009786933
192,Fmax,0.8804502449211891
192,Fbeta,0.8247857739623119
192,Gbeta,0.6322500862539525
192,F2018,0.840558880796351
193,AUC,0.984830758655538
193,Fmax,0.8804725227565334
193,Fbeta,0.8248331530056868
193,Gbeta,0.6322848272608601
193,F2018,0.8405948671465279
194,AUC,0.9848350996145308
194,Fmax,0.8805015657460027
194,Fbeta,0.8248692871392459
194,Gbeta,0.6323144918517899
194,F2018,0.8406478025509994
195,AUC,0.9848488628310923
195,Fmax,0.8805116387854405
195,Fbeta,0.8248930928419688
195,Gbeta,0.6324107207466979
195,F2018,0.8406978370114324
196,AUC,0.9848518842335278
196,Fmax,0.880512441549934
196,Fbeta,0.8249634509850075
196,Gbeta,0.6324380706272237
196,F2018,0.8407116502236445
197,AUC,0.9848588711748099
197,Fmax,0.8805334345927474
197,Fbeta,0.82502374327456
197,Gbeta,0.6325749251297482
197,F2018,0.8407473488338459
198,AUC,0.9848714099695671
198,Fmax,0.8805738275722885
198,Fbeta,0.8250947540952198
198,Gbeta,0.6326054634395447
198,F2018,0.8408335354933388
199,AUC,0.9849055844497325
199,Fmax,0.8806090489130965
199,Fbeta,0.8251131198611967
199,Gbeta,0.6326370453093478
199,F2018,0.8408364692522041
200,AUC,0.9849111584026243
200,Fmax,0.8806292359868373
200,Fbeta,0.8251779937885562
200,Gbeta,0.632865751991697
200,F2018,0.8408614351904036
201,AUC,0.9849138594979643
201,Fmax,0.8807516015379371
201,Fbeta,0.8251852012723453
201,Gbeta,0.6329013811368174
201,F2018,0.840863865775117
202,AUC,0.9849158275462154
202,Fmax,0.880761496064245
202,Fbeta,0.825209779455077
202,Gbeta,0.6329489218438283
202,F2018,0.8408775686993107
203,AUC,0.9849241088440829
203,Fmax,0.8807657046870597
203,Fbeta,0.825252367189154
203,Gbeta,0.6330996308325809
203,F2018,0.8409217554430992
204,AUC,0.9849286362886747
204,Fmax,0.8808758006893008
204,Fbeta,0.8253844819890204
204,Gbeta,0.6331650782110124
204,F2018,0.8409496172752042
205,AUC,0.9849340368882413
205,Fmax,0.8808784147467887
205,Fbeta,0.8254220505735681
205,Gbeta,0.6331735858338567
205,F2018,0.8409985640677757
206,AUC,0.9849402971727873
206,Fmax,0.8808865411104565
206,Fbeta,0.8254741851520797
206,Gbeta,0.6332658156439853
206,F2018,0.8410729973179202
207,AUC,0.984946290373953
207,Fmax,0.8808971428196098
207,Fbeta,0.825486412239239
207,Gbeta,0.6332730469662743
207,F2018,0.8410914041235584
208,AUC,0.9849539273675572
208,Fmax,0.8809254380673474
208,Fbeta,0.8255132750322912
208,Gbeta,0.633425722435986
208,F2018,0.8411057196016258
209,AUC,0.984964507866539
209,Fmax,0.8809458518826397
209,Fbeta,0.8255487155854334
209,Gbeta,0.6334413427137514
209,F2018,0.8411454529801564
210,AUC,0.9849645733058141
210,Fmax,0.8809468049591122
210,Fbeta,0.825560769508805
210,Gbeta,0.6334417731796361
210,F2018,0.8411715625697246
211,AUC,0.9849716061297216
211,Fmax,0.8809735519820613
211,Fbeta,0.8255710714714364
211,Gbeta,0.6334665940255508
211,F2018,0.8412076564025619
212,AUC,0.9849773638192099
212,Fmax,0.8809743863692969
212,Fbeta,0.8255772343325343
212,Gbeta,0.633480372057021
212,F2018,0.8413068488688475
213,AUC,0.9849928785657803
213,Fmax,0.8809851684366111
213,Fbeta,0.8255774552462897
213,Gbeta,0.6335118573599889
213,F2018,0.8413462986081446
214,AUC,0.984994392522428
214,Fmax,0.8810720379994089
214,Fbeta,0.8255840768195106
214,Gbeta,0.6335279418586665
214,F2018,0.8413912294300975
215,AUC,0.9849988273443424
215,Fmax,0.8811101030873286
215,Fbeta,0.8255864569592396
215,Gbeta,0.6335721216530789
215,F2018,0.8414099738543679
216,AUC,0.9850049092542167
216,Fmax,0.8811120959877637
216,Fbeta,0.8256516070737645
216,Gbeta,0.6336965085270513
216,F2018,0.8414641094692336
217,AUC,0.9850213911887296
217,Fmax,0.8811256157734356
217,Fbeta,0.8257874383593263
217,Gbeta,0.6337851544683083
217,F2018,0.8415083457147587
218,AUC,0.9850325905677015
218,Fmax,0.8811701333929627
218,Fbeta,0.8258000618149085
218,Gbeta,0.6338114175405156
218,F2018,0.8415088240699529
219,AUC,0.9850457184073288
219,Fmax,0.8811844887442494
219,Fbeta,0.8259051213593737
219,Gbeta,0.6338787473357992
219,F2018,0.8415093544854734
220,AUC,0.9850539791735866
220,Fmax,0.8811966737668027
220,Fbeta,0.8259222097571884
220,Gbeta,0.6340132153256854
220,F2018,0.8415121204586783
221,AUC,0.9850547034562075
221,Fmax,0.8812094176572713
221,Fbeta,0.8259679166270306
221,Gbeta,0.6340919320937294
221,F2018,0.8415343174861516
222,AUC,0.9850561566978098
222,Fmax,0.8812214080145202
222,Fbeta,0.8259803106744017
222,Gbeta,0.6341243864245292
222,F2018,0.8415685611625433
223,AUC,0.9850572450310658
223,Fmax,0.8812299001794346
223,Fbeta,0.8259979574152321
223,Gbeta,0.6341485176294677
223,F2018,0.8415790872538045
224,AUC,0.9850594526808797
224,Fmax,0.881249303225301
224,Fbeta,0.8260148270072827
224,Gbeta,0.6341632855161928
224,F2018,0.8415907454951994
225,AUC,0.9850607577152292
225,Fmax,0.881283123388653
225,Fbeta,0.8261010784035847
225,Gbeta,0.6341656700561366
225,F2018,0.8416011820184688
226,AUC,0.985074217184373
226,Fmax,0.8813578945847633
226,Fbeta,0.8262184244593311
226,Gbeta,0.6342051587733263
226,F2018,0.8416079356007222
227,AUC,0.9850746436605635
227,Fmax,0.8813616056995193
227,Fbeta,0.8262651634003594
227,Gbeta,0.6343275840065498
227,F2018,0.84164631438833
228,AUC,0.9850802626346489
228,Fmax,0.8813635027898848
228,Fbeta,0.8262771274477112
228,Gbeta,0.6344288483632298
228,F2018,0.8416686185626561
229,AUC,0.9850865213813039
229,Fmax,0.8814342223478553
229,Fbeta,0.8263386870585955
229,Gbeta,0.6346046202629997
229,F2018,0.8416827130128698
230,AUC,0.9850877143828368
230,Fmax,0.8814347283275361
230,Fbeta,0.8264952743641227
230,Gbeta,0.6346423112767829
230,F2018,0.8417436192826279
231,AUC,0.9850960961585336
231,Fmax,0.8814478915475022
231,Fbeta,0.8265150810963162
231,Gbeta,0.6346902249523027
231,F2018,0.8418562966363398
232,AUC,0.9851051591471855
232,Fmax,0.8814661069457629
232,Fbeta,0.8265173874714566
232,Gbeta,0.6347061059890586
232,F2018,0.8419317745582133
233,AUC,0.9851179744278338
233,Fmax,0.8814683507153841
233,Fbeta,0.826549536078661
233,Gbeta,0.6347192367748457
233,F2018,0.8419564686856208
234,AUC,0.9851347495813959
234,Fmax,0.8815601860354321
234,Fbeta,0.8266209142422404
234,Gbeta,0.6347369895609679
234,F2018,0.84197377535562
235,AUC,0.985151116664541
235,Fmax,0.8816322078677558
235,Fbeta,0.8266446003017404
235,Gbeta,0.6347610439207146
235,F2018,0.8419993117157918
236,AUC,0.9851565549713492
236,Fmax,0.8816525627938417
236,Fbeta,0.8266660906860493
236,Gbeta,0.634916129846039
236,F2018,0.8420139854985877
237,AUC,0.9851595712450146
237,Fmax,0.8816698264569316
237,Fbeta,0.8266905200772597
237,Gbeta,0.6350972971291345
237,F2018,0.8420512762266253
238,AUC,0.985164291045184
238,Fmax,0.8816756416145441
238,Fbeta,0.8267401540278926
238,Gbeta,0.6356193380694091
238,F2018,0.8421782083641967
239,AUC,0.9851659770816252
239,Fmax,0.8816817973428734
239,Fbeta,0.8267734724964879
239,Gbeta,0.6356372243090361
239,F2018,0.842184075018604
240,AUC,0.9851678036800647
240,Fmax,0.8817378794869876
240,Fbeta,0.8267909465496119
240,Gbeta,0.6357397529785345
240,F2018,0.8421885008033407
241,AUC,0.9851760660107645
241,Fmax,0.881797555935956
241,Fbeta,0.8268094533496098
241,Gbeta,0.6357488186022496
241,F2018,0.8422125077465931
242,AUC,0.9851778033556994
242,Fmax,0.8818014734645193
242,Fbeta,0.8269350480498893
242,Gbeta,0.6358121342997914
242,F2018,0.8422628524380725
243,AUC,0.9851859009702175
243,Fmax,0.8818302144441692
243,Fbeta,0.8269672172138887
243,Gbeta,0.6358671105699963
243,F2018,0.8422764471412812
244,AUC,0.9851892260723147
244,Fmax,0.8818330300592665
244,Fbeta,0.8270078485074117
244,Gbeta,0.635874657515758
244,F2018,0.8423234339972917
245,AUC,0.9851970461335766
245,Fmax,0.8818434449990138
245,Fbeta,0.8270775872697834
245,Gbeta,0.6359658157817722
245,F2018,0.8423935281067241
246,AUC,0.9851977773295806
246,Fmax,0.8818462879626369
246,Fbeta,0.8271216780908247
246,Gbeta,0.6360001602401195
246,F2018,0.8424746586727081
247,AUC,0.9852013964523152
247,Fmax,0.8818905742329322
247,Fbeta,0.8272267470766734
247,Gbeta,0.6360703031419492
247,F2018,0.8424834358057461
248,AUC,0.9852079249447907
248,Fmax,0.8819215017720774
248,Fbeta,0.8272664132623677
248,Gbeta,0.6360834082217042
248,F2018,0.8425081580305723
249,AUC,0.985213265102711
249,Fmax,0.8819233836871542
249,Fbeta,0.8274363666627961
249,Gbeta,0.6361397304110192
249,F2018,0.8425456349222675
250,AUC,0.9852194706628858
250,Fmax,0.8819283835341594
250,Fbeta,0.8276075980065765
250,Gbeta,0.6361923633591405
250,F2018,0.8425576773525812
251,AUC,0.9852234513133213
251,Fmax,0.881928560135877
251,Fbeta,0.8276128995324696
251,Gbeta,0.6362031674893256
251,F2018,0.8425689658493442
252,AUC,0.9852287295398764
252,Fmax,0.8819477416320977
252,Fbeta,0.8276224823039301
252,Gbeta,0.6363147076609633
252,F2018,0.8426011624432077
253,AUC,0.9852324745986885
253,Fmax,0.8819618863515257
253,Fbeta,0.8276430631326023
253,Gbeta,0.6364334367541689
253,F2018,0.8426171346230751
254,AUC,0.985239585817231
254,Fmax,0.881962354209169
254,Fbeta,0.827700424860221
254,Gbeta,0.636658419103485
254,F2018,0.8426291892514661
255,AUC,0.9852580017570167
255,Fmax,0.8819624602473886
255,Fbeta,0.8277008023459451
255,Gbeta,0.636762887313792
255,F2018,0.8426702581622975
256,AUC,0.985261280694608
256,Fmax,0.8819689927006886
256,Fbeta,0.8277465863682886
256,Gbeta,0.6367985877767793
256,F2018,0.8426918254250554
257,AUC,0.9852667621374076
257,Fmax,0.8819779284273103
257,Fbeta,0.8277556785014303
257,Gbeta,0.6368523981408022
257,F2018,0.8426961183451286
258,AUC,0.9852759045100535
258,Fmax,0.8819835678931905
258,Fbeta,0.8279441254924839
258,Gbeta,0.6368889293898656
258,F2018,0.84269898964969
259,AUC,0.9852829299200525
259,Fmax,0.882012625696338
259,Fbeta,0.8279991765348783
259,Gbeta,0.636957324669114
259,F2018,0.8427215002894167
260,AUC,0.9852919203429811
260,Fmax,0.8821293172104542
260,Fbeta,0.8280946796354682
260,Gbeta,0.6369682591166463
260,F2018,0.8427308694990427
261,AUC,0.9852978444190804
261,Fmax,0.882142462807443
261,Fbeta,0.8281662459645068
261,Gbeta,0.6369962770738591
261,F2018,0.84273222539194
262,AUC,0.98530057041191
262,Fmax,0.8822222204439224
262,Fbeta,0.8282078068118506
262,Gbeta,0.6369995827864456
262,F2018,0.8427461929943855
263,AUC,0.9853065025596002
263,Fmax,0.8822313403328556
263,Fbeta,0.828253761003232
263,Gbeta,0.6370181895945642
263,F2018,0.8427475656983834
264,AUC,0.9853065350890459
264,Fmax,0.8823017814683147
264,Fbeta,0.8283073073320073
264,Gbeta,0.6372307204405149
264,F2018,0.8428439210839955
265,AUC,0.9853143552729224
265,Fmax,0.8823515615382221
265,Fbeta,0.8284465774988781
265,Gbeta,0.6372790019376855
265,F2018,0.8429018417589216
266,AUC,0.9853208107621964
266,Fmax,0.8823600532947288
266,Fbeta,0.828452383209479
266,Gbeta,0.6373408252391877
266,F2018,0.8429368624361996
267,AUC,0.9853311740723227
267,Fmax,0.8823982993245019
267,Fbeta,0.8284611257827442
267,Gbeta,0.6373577507393953
267,F2018,0.8429778003514561
268,AUC,0.985335408776348
268,Fmax,0.8824019186783615
268,Fbeta,0.8284697314056131
268,Gbeta,0.6373847169823879
268,F2018,0.8429915534726915
269,AUC,0.9853355969152975
269,Fmax,0.8824096084073564
269,Fbeta,0.8284990548418909
269,Gbeta,0.6374617264103593
269,F2018,0.8430019008623366
270,AUC,0.9853379860423692
270,Fmax,0.8824164373114421
270,Fbeta,0.8285007180112611
270,Gbeta,0.6375291363494764
270,F2018,0.843018274253706
271,AUC,0.9853423484715671
271,Fmax,0.8825172253406658
271,Fbeta,0.8285023742148077
271,Gbeta,0.6376322490105628
271,F2018,0.8430326952626491
272,AUC,0.985345749866928
272,Fmax,0.8825281084515142
272,Fbeta,0.8285217878455711
272,Gbeta,0.6376338299658428
272,F2018,0.8430676743191298
273,AUC,0.9853504873996677
273,Fmax,0.8825427740073516
273,Fbeta,0.8285279264918992
273,Gbeta,0.637727203390037
273,F2018,0.8430680543139317
274,AUC,0.98535529763262
274,Fmax,0.8826047479314989
274,Fbeta,0.8285487940848456
274,Gbeta,0.6377966957545826
274,F2018,0.843091465145514
275,AUC,0.985357772449153
275,Fmax,0.8826190004529024
275,Fbeta,0.8285883921132553
275,Gbeta,0.6378627731691204
275,F2018,0.8430946166499481
276,AUC,0.9853579842491977
276,Fmax,0.8826220084109406
276,Fbeta,0.8286382639782173
276,Gbeta,0.6378986372300655
276,F2018,0.8431196215493653
277,AUC,0.9853669509775949
277,Fmax,0.8826278630183468
277,Fbeta,0.8286483285520221
277,Gbeta,0.6379945505599993
277,F2018,0.8431365440296287
278,AUC,0.9853725982343777
278,Fmax,0.8826661241864858
278,Fbeta,0.8287415525936079
278,Gbeta,0.6380290804292655
278,F2018,0.8431677650878169
279,AUC,0.9853863378659455
279,Fmax,0.8826712206429741
279,Fbeta,0.8287649178754691
279,Gbeta,0.6380633957273595
279,F2018,0.8431732653072203
280,AUC,0.9853936853214145
280,Fmax,0.8827322301207532
280,Fbeta,0.8287704056778566
280,Gbeta,0.6381579459598581
280,F2018,0.8431937374116347
281,AUC,0.9853966149587037
281,Fmax,0.8827372530357012
281,Fbeta,0.8288509822517323
281,Gbeta,0.6381793612105372
281,F2018,0.8431984475066122
282,AUC,0.9853972735831831
282,Fmax,0.882743135212798
282,Fbeta,0.828885716746014
282,Gbeta,0.6382322899499996
282,F2018,0.8432081921917547
283,AUC,0.9854014041514042
283,Fmax,0.8827720487488281
283,Fbeta,0.8289037022297496
283,Gbeta,0.6382743788547033
283,F2018,0.843228943034305
284,AUC,0.9854130268375416
284,Fmax,0.8827883059231991
284,Fbeta,0.8289200518158961
284,Gbeta,0.6383053880042795
284,F2018,0.8432414580002012
285,AUC,0.9854191945843184
285,Fmax,0.8827960615244732
285,Fbeta,0.8289219268829229
285,Gbeta,0.638325517368115
285,F2018,0.8432598852068552
286,AUC,0.9854248634159849
286,Fmax,0.8828098973499855
286,Fbeta,0.8289773590296691
286,Gbeta,0.6384319676741698
286,F2018,0.8432885595416122
287,AUC,0.9854282129968346
287,Fmax,0.8828104199655283
287,Fbeta,0.8290429528008632
287,Gbeta,0.6385488030491141
287,F2018,0.8433489174950131
288,AUC,0.9854301610705511
288,Fmax,0.8828111424576253
288,Fbeta,0.8291276418955168
288,Gbeta,0.6386808392273763
288,F2018,0.8433598463036449
289,AUC,0.9854312177618667
289,Fmax,0.8828144841258813
289,Fbeta,0.8292317358032124
289,Gbeta,0.6387171107451484
289,F2018,0.843415102878036
290,AUC,0.9854425060106962
290,Fmax,0.8828144882857706
290,Fbeta,0.8292575748774151
290,Gbeta,0.6387860112036342
290,F2018,0.8434845465248909
291,AUC,0.9854466925876444
291,Fmax,0.8828521804059704
291,Fbeta,0.8292601797034925
291,Gbeta,0.6388149057750483
291,F2018,0.8434894935779524
292,AUC,0.9854483844756616
292,Fmax,0.8829340818766794
292,Fbeta,0.8293993888300569
292,Gbeta,0.6388862389221124
292,F2018,0.8435152074887552
293,AUC,0.9854550200347715
293,Fmax,0.8829635638445114
293,Fbeta,0.8294678849581413
293,Gbeta,0.638896262590044
293,F2018,0.8435431694572556
294,AUC,0.9854556641523748
294,Fmax,0.8829859289446627
294,Fbeta,0.8295291974661231
294,Gbeta,0.6389181477544948
294,F2018,0.8435441871833322
295,AUC,0.9854594365185921
295,Fmax,0.8829904377213897
295,Fbeta,0.8295691159749701
295,Gbeta,0.638961696865382
295,F2018,0.8435683820623424
296,AUC,0.9854606296052928
296,Fmax,0.8830220343396344
296,Fbeta,0.829591561122217
296,Gbeta,0.6389660657581016
296,F2018,0.8436049548736986
297,AUC,0.9854648883550616
297,Fmax,0.8830243523661181
297,Fbeta,0.8296391539000113
297,Gbeta,0.6389875075493063
297,F2018,0.8436805205330246
298,AUC,0.9854660553060647
298,Fmax,0.883036519804361
298,Fbeta,0.8297581506307738
298,Gbeta,0.6390257295457592
298,F2018,0.8437236776980779
299,AUC,0.9854694360552074
299,Fmax,0.8830411784019996
299,Fbeta,0.829762367097998
299,Gbeta,0.6390478252010505
299,F2018,0.8437431521530353
300,AUC,0.9854777649126254
300,Fmax,0.8830503352945361
300,Fbeta,0.8297943855617346
300,Gbeta,0.6391192045326705
300,F2018,0.8437501154104852
301,AUC,0.9854820541583609
301,Fmax,0.8830739688762651
301,Fbeta,0.8298009982879647
301,Gbeta,0.6391404458850526
301,F2018,0.8437920022994985
302,AUC,0.9854828621681154
302,Fmax,0.8830868255876363
302,Fbeta,0.8298550741784978
302,Gbeta,0.6391604525919738
302,F2018,0.8438083815257155
303,AUC,0.9854861558874572
303,Fmax,0.8830959436701366
303,Fbeta,0.8298656234244021
303,Gbeta,0.6391695061956442
303,F2018,0.8438222127293843
304,AUC,0.985491605367445
304,Fmax,0.8831097125150269
304,Fbeta,0.8298685318525039
304,Gbeta,0.6391721992721346
304,F2018,0.8438732662950611
305,AUC,0.9855004357707677
305,Fmax,0.8831461191056573
305,Fbeta,0.8299164737376743
305,Gbeta,0.6391787527723402
305,F2018,0.8439289130047583
306,AUC,0.9855005823541217
306,Fmax,0.8831789766602125
306,Fbeta,0.8299306542059663
306,Gbeta,0.639226924455693
306,F2018,0.8439559473609477
307,AUC,0.9855044935639112
307,Fmax,0.883220906570957
307,Fbeta,0.8299952340675776
307,Gbeta,0.6392289235582455
307,F2018,0.8439653395579959
308,AUC,0.9855122874142938
308,Fmax,0.8832279102836597
308,Fbeta,0.8300050769803616
308,Gbeta,0.6392350710430824
308,F2018,0.8440285551654809
309,AUC,0.9855168112852539
309,Fmax,0.8832379696769941
309,Fbeta,0.8301108542437838
309,Gbeta,0.6393184149900992
309,F2018,0.8440481927182711
310,AUC,0.9855187653517776
310,Fmax,0.8832674579186357
310,Fbeta,0.8301128608367944
310,Gbeta,0.6393995327931741
310,F2018,0.8440660211713582
311,AUC,0.9855215500792588
311,Fmax,0.8832756754218436
311,Fbeta,0.8301171214603477
311,Gbeta,0.639542502434053
311,F2018,0.8440697982825106
312,AUC,0.9855238274775276
312,Fmax,0.8832835174810434
312,Fbeta,0.8302586548202799
312,Gbeta,0.6396009436585512
312,F2018,0.844119954161193
313,AUC,0.9855239089052369
313,Fmax,0.8833088072362404
313,Fbeta,0.8303370301121472
313,Gbeta,0.6396897215651657
313,F2018,0.8441346411622351
314,AUC,0.9855242619344613
314,Fmax,0.8833320820825817
314,Fbeta,0.8303786397148704
314,Gbeta,0.6398156567645072
314,F2018,0.844155592704106
315,AUC,0.9855243420761759
315,Fmax,0.8833909769226734
315,Fbeta,0.8303848491330257
315,Gbeta,0.6398731781051132
315,F2018,0.8441655474115964
316,AUC,0.9855357861970382
316,Fmax,0.8833915787283115
316,Fbeta,0.8303851573554712
316,Gbeta,0.6398753581500051
316,F2018,0.844188993296679
317,AUC,0.9855379887015673
317,Fmax,0.883398118821384
317,Fbeta,0.8303866627687736
317,Gbeta,0.6399346341654316
317,F2018,0.8441913369326581
318,AUC,0.9855392690224782
318,Fmax,0.8834145555691113
318,Fbeta,0.8304043853418696
318,Gbeta,0.6399641341009635
318,F2018,0.8441962013588181
319,AUC,0.9855398349034941
319,Fmax,0.8834310900091337
319,Fbeta,0.8305536172339864
319,Gbeta,0.6400273636558501
319,F2018,0.8442667300463461
320,AUC,0.9855488772897043
320,Fmax,0.8834668100978942
320,Fbeta,0.8305702257359355
320,Gbeta,0.640054779840089
320,F2018,0.8443283691823912
321,AUC,0.9855642835868117
321,Fmax,0.8834741650926254
321,Fbeta,0.8305862871608735
321,Gbeta,0.6402643780201617
321,F2018,0.8443579356482236
322,AUC,0.9855667465950587
322,Fmax,0.8834775730296685
322,Fbeta,0.8305932890382641
322,Gbeta,0.6403098307099104
322,F2018,0.8443971538532453
323,AUC,0.9855682054700294
323,Fmax,0.8834933059089342
323,Fbeta,0.8305991967252083
323,Gbeta,0.6403175448506376
323,F2018,0.844414625189906
324,AUC,0.9855710182447724
324,Fmax,0.8834938081968692
324,Fbeta,0.8306338760707676
324,Gbeta,0.6404139299602536
324,F2018,0.8444637515842928
325,AUC,0.9855741991993567
325,Fmax,0.8834997596952461
325,Fbeta,0.8306611938729036
325,Gbeta,0.6404143092784889
325,F2018,0.8444692070052731
326,AUC,0.9855766302595095
326,Fmax,0.8835029636885887
326,Fbeta,0.8307580897194398
326,Gbeta,0.6405047020816246
326,F2018,0.844480217727801
327,AUC,0.9855836645091791
327,Fmax,0.8835619143123483
327,Fbeta,0.8307762420353301
327,Gbeta,0.6405143694886871
327,F2018,0.8445482121554198
328,AUC,0.9855853395034346
328,Fmax,0.8835663184877595
328,Fbeta,0.8308062106063515
328,Gbeta,0.6405321479653083
328,F2018,0.8446027765133938
329,AUC,0.9855864553803456
329,Fmax,0.8835698296013387
329,Fbeta,0.8308660161979544
329,Gbeta,0.6406088315394034
329,F2018,0.8446035067189621
330,AUC,0.9855898177682554
330,Fmax,0.8835822736356913
330,Fbeta,0.8308726305577138
330,Gbeta,0.6406923552169744
330,F2018,0.8446488688296772
331,AUC,0.9855943726463237
331,Fmax,0.8835927800047284
331,Fbeta,0.8309396456978313
331,Gbeta,0.6407357340113039
331,F2018,0.8446763736971076
332,AUC,0.9855951641616986
332,Fmax,0.883639103922728
332,Fbeta,0.8309471925146178
332,Gbeta,0.6407559800580815
332,F2018,0.8447315452256153
333,AUC,0.9855990964527304
333,Fmax,0.8836494413536158
333,Fbeta,0.830950936110583
333,Gbeta,0.640874585806132
333,F2018,0.8447392844952419
334,AUC,0.9856051411625087
334,Fmax,0.8836855527672879
334,Fbeta,0.8310585879074368
334,Gbeta,0.6408949923223096
334,F2018,0.8447713560044551
335,AUC,0.9856095947228278
335,Fmax,0.8837413709234794
335,Fbeta,0.8310863185703331
335,Gbeta,0.6410135649153192
335,F2018,0.8447774810106569
336,AUC,0.9856125108535965
336,Fmax,0.8837595258255716
336,Fbeta,0.8311319966104805
336,Gbeta,0.641017886556907
336,F2018,0.844777888575075
337,AUC,0.9856215086303073
337,Fmax,0.8837623175081449
337,Fbeta,0.8311480407006783
337,Gbeta,0.6410584225736069
337,F2018,0.8448401717045773
338,AUC,0.98562327517483
338,Fmax,0.8837928632163364
338,Fbeta,0.8311595977550768
338,Gbeta,0.6411715261519821
338,F2018,0.8448499791591233
339,AUC,0.9856269280770351
339,Fmax,0.883812518541569
339,Fbeta,0.831264644438064
339,Gbeta,0.6411736615095539
339,F2018,0.8448917760059053
340,AUC,0.9856310729593569
340,Fmax,0.883839601065478
340,Fbeta,0.8313214975424266
340,Gbeta,0.6412108578806953
340,F2018,0.844907244674887
341,AUC,0.9856332564178318
341,Fmax,0.8839313513727841
341,Fbeta,0.8313423273936413
341,Gbeta,0.6412122865988148
341,F2018,0.8449312352823424
342,AUC,0.9856483970906535
342,Fmax,0.8839811117975205
342,Fbeta,0.8313429501952574
342,Gbeta,0.6412185616541071
342,F2018,0.8449318145229956
343,AUC,0.9856502042348656
343,Fmax,0.8839820171816689
343,Fbeta,0.8313531058987819
343,Gbeta,0.6412287052064337
343,F2018,0.8449572253166598
344,AUC,0.9856507458242809
344,Fmax,0.8839992854254521
344,Fbeta,0.8313826142133802
344,Gbeta,0.6412453184659005
344,F2018,0.8449605640297926
345,AUC,0.9856525015950164
345,Fmax,0.8840084369713024
345,Fbeta,0.831427531537291
345,Gbeta,0.6412473801465323
345,F2018,0.8449907604425193
346,AUC,0.9856558600766
346,Fmax,0.8840318166267533
346,Fbeta,0.8315147541561415
346,Gbeta,0.6412591842794327
346,F2018,0.84500278194503
347,AUC,0.9856586770991452
347,Fmax,0.8840462082177436
347,Fbeta,0.8316393362430462
347,Gbeta,0.6413066725693539
347,F2018,0.8450055135517659
348,AUC,0.9856598589108122
348,Fmax,0.8840630144795071
348,Fbeta,0.8316847670899395
348,Gbeta,0.6413712715180906
348,F2018,0.8450668793193922
349,AUC,0.9856603931950942
349,Fmax,0.8840729974520446
349,Fbeta,0.8317172960240549
349,Gbeta,0.641422332839796
349,F2018,0.8450691862023066
350,AUC,0.9856721235297399
350,Fmax,0.8840759482459041
350,Fbeta,0.8317211698526156
350,Gbeta,0.6415546630333946
350,F2018,0.8450785719605489
351,AUC,0.9856734397205709
351,Fmax,0.8841101099803375
351,Fbeta,0.831759306982007
351,Gbeta,0.641564014083203
351,F2018,0.8450797028829469
